Gliederung;FKS;DQR_Niveau;gueltigVon;gueltigBis
E02;11101;6;;
E02;11102;6;;
E02;11200;6;;
E02;11300;6;;
E02;11401;6;;
E02;11402;6;;
E02;11403;6;;
E02;11404;6;;
E02;11405;6;;
E02;11406;6;;
E02;11501;6;;
E02;11502;6;;
E02;11503;6;;
E02;11600;6;;
E02;11601;6;;
E02;11602;6;;
E02;11700;6;;
E02;11701;6;;
E02;11702;6;;
E02;11703;6;;
E02;11704;6;;
E02;11705;6;;
E02;11706;6;;
E02;11800;6;;
E02;11901;6;;
E02;11902;6;;
E02;12000;6;;
E02;12100;6;;
E02;12200;6;;
E02;12300;6;;
E02;12301;6;;
E02;12302;6;;
E02;12303;6;;
E02;12304;6;;
E02;12305;6;;
E02;12400;6;;
E02;12500;6;;
E02;12601;6;;
E02;12602;6;;
E02;12700;6;;
E02;12800;6;;
E02;12900;6;;
E02;13000;6;;
E02;13001;6;;
E02;13002;6;;
E02;13003;6;;
E02;13100;6;;
E02;13200;6;;
E02;13300;6;;
E02;13400;6;;
E02;13500;6;;
E02;13600;6;;
E02;13601;6;;
E02;13602;6;;
E02;13603;6;;
E02;13604;6;;
E02;13700;6;;
E02;13701;6;;
E02;13702;6;;
E02;13703;6;;
E02;13704;6;;
E02;13705;6;;
E02;13800;6;;
E02;13900;6;;
E02;14000;6;;
E02;14100;6;;
E02;14200;6;;
E02;14300;6;;
E02;14301;6;;
E02;14302;6;;
E02;14400;6;;
E02;14500;6;;
E02;14600;6;;
E02;14700;6;;
E02;14801;6;;
E02;14802;6;;
E02;14803;6;;
E02;14804;6;;
E02;14805;6;;
E02;14806;6;;
E02;14807;6;;
E02;14808;6;;
E02;14809;6;;
E02;14810;6;;
E02;14811;6;;
E02;14812;6;;
E02;14813;6;;
E02;14814;6;;
E02;14815;6;;
E02;14816;6;;
E02;14817;6;;
E02;14818;6;;
E02;14819;6;;
E02;14900;6;;
E02;15000;6;;
E02;15100;6;;
E02;15200;6;;
E02;15300;6;;
E02;15400;6;;
E02;15401;6;;
E02;15500;6;;
E02;15600;6;;
E02;15700;6;;
E02;15800;6;;
E02;15900;6;;
E02;16000;6;;
E02;16100;6;;
E02;16200;6;;
E02;16300;6;;
E02;16400;6;;
E02;16500;6;;
E02;16600;6;;
E02;16700;6;;
E02;16701;6;;
E02;16702;6;;
E02;16800;6;;
E02;16801;6;;
E02;16802;6;;
E02;16803;6;;
E02;16900;6;;
E02;17000;6;;
E02;17100;6;;
E02;17200;6;;
E02;17301;6;;
E02;17302;6;;
E02;17400;6;;
E02;99900;6;;
E02;99901;6;;
E03;10111;6;;
E03;10113;6;;
E03;10402;6;;
E04;10111;6;;
E04;10113;6;;
E04;10402;6;;
E05;10100;6;;
E05;10101;6;;
E05;10102;6;;
E05;10105;6;;
E05;10200;6;;
E05;10201;6;;
E05;10202;6;;
E05;10205;6;;
E05;10301;6;;
E05;10302;6;;
E05;99900;6;;
E05;99901;6;;
E07;10100;6;;
E07;10101;6;;
E07;10102;6;;
E07;10105;6;;
E07;10200;6;;
E07;10201;6;;
E07;10202;6;;
E07;10205;6;;
E07;10301;6;;
E07;10302;6;;
E07;99900;6;;
E07;99901;6;;
E13;10101;6;;
E13;10102;6;;
E13;10103;6;;
E13;10104;6;;
E13;10200;6;;
E13;10300;6;;
E13;10401;6;;
E13;10402;6;;
E13;10500;6;;
E13;10600;6;;
E13;10700;6;;
E13;10800;6;;
E13;10900;6;;
E13;11000;6;;
E13;11001;6;;
E13;11002;6;;
E13;11003;6;;
E13;11101;6;;
E13;11102;6;;
E13;11200;6;;
E13;11300;6;;
E13;11401;6;;
E13;11402;6;;
E13;11403;6;;
E13;11404;6;;
E13;11405;6;;
E13;11406;6;;
E13;11501;6;;
E13;11502;6;;
E13;11503;6;;
E13;11600;6;;
E13;11601;6;;
E13;11602;6;;
E13;11700;6;;
E13;11701;6;;
E13;11702;6;;
E13;11703;6;;
E13;11704;6;;
E13;11705;6;;
E13;11706;6;;
E13;11800;6;;
E13;11901;6;;
E13;11902;6;;
E13;12000;6;;
E13;12100;6;;
E13;12200;6;;
E13;12300;6;;
E13;12301;6;;
E13;12302;6;;
E13;12303;6;;
E13;12304;6;;
E13;12305;6;;
E13;12400;6;;
E13;12500;6;;
E13;12601;6;;
E13;12602;6;;
E13;12700;6;;
E13;12800;6;;
E13;12900;6;;
E13;13000;6;;
E13;13001;6;;
E13;13002;6;;
E13;13003;6;;
E13;13100;6;;
E13;13200;6;;
E13;13300;6;;
E13;13400;6;;
E13;13500;6;;
E13;13600;6;;
E13;13601;6;;
E13;13602;6;;
E13;13603;6;;
E13;13604;6;;
E13;13700;6;;
E13;13701;6;;
E13;13702;6;;
E13;13703;6;;
E13;13704;6;;
E13;13705;6;;
E13;13800;6;;
E13;13900;6;;
E13;14000;6;;
E13;14100;6;;
E13;14200;6;;
E13;14300;6;;
E13;14301;6;;
E13;14302;6;;
E13;14400;6;;
E13;14500;6;;
E13;14600;6;;
E13;14700;6;;
E13;14801;6;;
E13;14802;6;;
E13;14803;6;;
E13;14804;6;;
E13;14805;6;;
E13;14806;6;;
E13;14807;6;;
E13;14808;6;;
E13;14809;6;;
E13;14810;6;;
E13;14811;6;;
E13;14812;6;;
E13;14813;6;;
E13;14814;6;;
E13;14815;6;;
E13;14816;6;;
E13;14817;6;;
E13;14818;6;;
E13;14819;6;;
E13;14900;6;;
E13;15000;6;;
E13;15100;6;;
E13;15200;6;;
E13;15300;6;;
E13;15400;6;;
E13;15401;6;;
E13;15500;6;;
E13;15600;6;;
E13;15700;6;;
E13;15800;6;;
E13;15900;6;;
E13;16000;6;;
E13;16100;6;;
E13;16200;6;;
E13;16300;6;;
E13;16400;6;;
E13;16500;6;;
E13;16600;6;;
E13;16700;6;;
E13;16701;6;;
E13;16702;6;;
E13;16800;6;;
E13;16801;6;;
E13;16802;6;;
E13;16803;6;;
E13;16900;6;;
E13;17000;6;;
E13;17100;6;;
E13;17200;6;;
E13;17301;6;;
E13;17302;6;;
E13;17400;6;;
E13;99900;6;;
E13;99901;6;;
