ID;PLZ;RegSchl;Ort;Ortsteil;Stand;gueltigVon;gueltigBis
11589;"32469";"05770028";Petershagen;Raderhorst;"29.03.2022";;
11590;"32469";"05770028";Petershagen;Rosenhagen;"29.03.2022";;
11591;"32469";"05770028";Petershagen;Schlüsselburg;"29.03.2022";;
11592;"32469";"05770028";Petershagen;Seelenfeld;"29.03.2022";;
11593;"32469";"05770028";Petershagen;Südfelde;"29.03.2022";;
11594;"32469";"05770028";Petershagen;Wasserstraße;"29.03.2022";;
11595;"32469";"05770028";Petershagen;Wietersheim;"29.03.2022";;
11596;"32469";"05770028";Petershagen;Windheim;"29.03.2022";;
11597;"32469";"05770028";Petershagen;Gem Meerbeck;"29.03.2022";;
11598;"58840";"05962052";Plettenberg;Böddinghausen;"29.03.2022";;
11599;"58840";"05962052";Plettenberg;Dingeringhausen;"29.03.2022";;
11600;"58840";"05962052";Plettenberg;Eiringhausen;"29.03.2022";;
11601;"58840";"05962052";Plettenberg;Himmelmert;"29.03.2022";;
11602;"58840";"05962052";Plettenberg;Holthausen;"29.03.2022";;
11603;"58840";"05962052";Plettenberg;Keuperkusen;"29.03.2022";;
11604;"58840";"05962052";Plettenberg;Kückelheim;"29.03.2022";;
11605;"58840";"05962052";Plettenberg;Landemert;"29.03.2022";;
11606;"58840";"05962052";Plettenberg;Lettmecke;"29.03.2022";;
11607;"58840";"05962052";Plettenberg;Mühlhoff;"29.03.2022";;
11608;"58840";"05962052";Plettenberg;Oesterau;"29.03.2022";;
11609;"58840";"05962052";Plettenberg;Ohle;"29.03.2022";;
11610;"58840";"05962052";Plettenberg;Pasel;"29.03.2022";;
11611;"58840";"05962052";Plettenberg;Plettenberg;"29.03.2022";;
11612;"58840";"05962052";Plettenberg;Siesel;"29.03.2022";;
11613;"58840";"05962052";Plettenberg;Gemeinde Herscheid;"29.03.2022";;
11614;"32457";"05770032";Porta Westfalica;Barkhausen;"29.03.2022";;
11615;"32457";"05770032";Porta Westfalica;Costedt;"29.03.2022";;
11616;"32457";"05770032";Porta Westfalica;Eisbergen;"29.03.2022";;
11617;"32457";"05770032";Porta Westfalica;Hausberge;"29.03.2022";;
11618;"32457";"05770032";Porta Westfalica;Holtrup;"29.03.2022";;
11619;"32457";"05770032";Porta Westfalica;Holzhausen;"29.03.2022";;
11620;"32457";"05770032";Porta Westfalica;Kleinenbremen;"29.03.2022";;
11621;"32457";"05770032";Porta Westfalica;Lerbeck;"29.03.2022";;
11622;"32457";"05770032";Porta Westfalica;Lohfeld;"29.03.2022";;
11623;"32457";"05770032";Porta Westfalica;Möllbergen;"29.03.2022";;
11624;"32457";"05770032";Porta Westfalica;Nammen;"29.03.2022";;
11625;"32457";"05770032";Porta Westfalica;Neesen;"29.03.2022";;
11626;"32457";"05770032";Porta Westfalica;Veltheim;"29.03.2022";;
11627;"32457";"05770032";Porta Westfalica;Vennebeck;"29.03.2022";;
11628;"32457";"05770032";Porta Westfalica;Wülpke;"29.03.2022";;
11629;"32361";"05770036";Preußisch Oldendorf;Börninghausen;"29.03.2022";;
11630;"32361";"05770036";Preußisch Oldendorf;Engershausen;"29.03.2022";;
11631;"32361";"05770036";Preußisch Oldendorf;Getmold;"29.03.2022";;
11632;"32361";"05770036";Preußisch Oldendorf;Harlinghausen;"29.03.2022";;
11633;"32361";"05770036";Preußisch Oldendorf;Hedem;"29.03.2022";;
11634;"32361";"05770036";Preußisch Oldendorf;Holzhausen;"29.03.2022";;
11635;"32361";"05770036";Preußisch Oldendorf;Lashorst;"29.03.2022";;
11636;"32361";"05770036";Preußisch Oldendorf;Offelten;"29.03.2022";;
11637;"32361";"05770036";Preußisch Oldendorf;Preußisch Oldendorf;"29.03.2022";;
11638;"32361";"05770036";Preußisch Oldendorf;Schröttinghausen;"29.03.2022";;
11639;"32361";"05770036";Preußisch Oldendorf;Gem Bad Essen;"29.03.2022";;
11640;"32361";"05770036";Preußisch Oldendorf;Stadt Melle;"29.03.2022";;
11641;"32361";"05770036";Preußisch Oldendorf;Gem Rödinghausen;"29.03.2022";;
11642;"50259";"05362036";Pulheim;Brauweiler;"29.03.2022";;
11643;"50259";"05362036";Pulheim;Dansweiler;"29.03.2022";;
11644;"50259";"05362036";Pulheim;Freimersdorf;"29.03.2022";;
11645;"50259";"05362036";Pulheim;Geyen;"29.03.2022";;
11646;"50259";"05362036";Pulheim;Ingendorf;"29.03.2022";;
11647;"50259";"05362036";Pulheim;Manstedten;"29.03.2022";;
11648;"50259";"05362036";Pulheim;Orr;"29.03.2022";;
11649;"50259";"05362036";Pulheim;Pulheim;"29.03.2022";;
11650;"50259";"05362036";Pulheim;Sinnersdorf;"29.03.2022";;
11651;"50259";"05362036";Pulheim;Sinthern;"29.03.2022";;
11652;"50259";"05362036";Pulheim;Stommelerbusch;"29.03.2022";;
11653;"50259";"05362036";Pulheim;Stommeln;"29.03.2022";;
11654;"42477";"05374036";Radevormwald;Bergerhof;"29.03.2022";;
11655;"42477";"05374036";Radevormwald;Borbeck;"29.03.2022";;
11656;"42477";"05374036";Radevormwald;Dahlerau;"29.03.2022";;
11657;"42477";"05374036";Radevormwald;Dahlhausen;"29.03.2022";;
11658;"42477";"05374036";Radevormwald;Filde;"29.03.2022";;
11659;"42477";"05374036";Radevormwald;Freudenberg;"29.03.2022";;
11660;"42477";"05374036";Radevormwald;Grafweg;"29.03.2022";;
11661;"42477";"05374036";Radevormwald;Hahnenberg;"29.03.2022";;
11662;"42477";"05374036";Radevormwald;Heide;"29.03.2022";;
11663;"42477";"05374036";Radevormwald;Herbeck;"29.03.2022";;
11664;"42477";"05374036";Radevormwald;Herkingrade;"29.03.2022";;
11665;"42477";"05374036";Radevormwald;Honsberg;"29.03.2022";;
11666;"42477";"05374036";Radevormwald;Im Hagen;"29.03.2022";;
11667;"42477";"05374036";Radevormwald;Innenstadt;"29.03.2022";;
11668;"42477";"05374036";Radevormwald;Krebsöge;"29.03.2022";;
11669;"42477";"05374036";Radevormwald;Remlingrade;"29.03.2022";;
11670;"42477";"05374036";Radevormwald;Önkfeld;"29.03.2022";;
11671;"42477";"05374036";Radevormwald;Studberg;"29.03.2022";;
11672;"42477";"05374036";Radevormwald;Wellringrade;"29.03.2022";;
11673;"42477";"05374036";Radevormwald;Stadt Wipperfürth;"29.03.2022";;
11674;"42477";"05374036";Radevormwald;Rädereichen;"29.03.2022";;
11675;"42477";"05374036";Radevormwald;Böhlefeldshaus;"29.03.2022";;
11676;"42477";"05374036";Radevormwald;Feldmannshaus;"29.03.2022";;
11677;"42477";"05374036";Radevormwald;Grüne;"29.03.2022";;
11678;"42477";"05374036";Radevormwald;Im Walde;"29.03.2022";;
11679;"46348";"05554040";Raesfeld;Erle;"29.03.2022";;
11680;"46348";"05554040";Raesfeld;Marbeck;"29.03.2022";;
11681;"46348";"05554040";Raesfeld;Raesfeld;"29.03.2022";;
11682;"32369";"05770040";Rahden;Kleinendorf;"29.03.2022";;
11683;"32369";"05770040";Rahden;Pr. Ströhen;"29.03.2022";;
11684;"32369";"05770040";Rahden;Rahden;"29.03.2022";;
11685;"32369";"05770040";Rahden;Sielhorst;"29.03.2022";;
11686;"32369";"05770040";Rahden;Tonnenheide;"29.03.2022";;
11687;"32369";"05770040";Rahden;Varl;"29.03.2022";;
11688;"32369";"05770040";Rahden;Wehe;"29.03.2022";;
11689;"40883";"05158028";Ratingen;Breitscheid;"29.03.2022";;
11690;"40885";"05158028";Ratingen;Breitscheid;"29.03.2022";;
11691;"40883";"05158028";Ratingen;Hösel;"29.03.2022";;
11692;"40882";"05158028";Ratingen;Homberg;"29.03.2022";;
11693;"40883";"05158028";Ratingen;Homberg;"29.03.2022";;
11694;"40882";"05158028";Ratingen;Lintorf;"29.03.2022";;
11695;"40885";"05158028";Ratingen;Lintorf;"29.03.2022";;
11696;"40878";"05158028";Ratingen;Zentrum;"29.03.2022";;
11697;"40880";"05158028";Ratingen;Zentrum;"29.03.2022";;
11698;"40882";"05158028";Ratingen;Zentrum;"29.03.2022";;
11699;"40878";"05158028";Ratingen;Ost;"29.03.2022";;
11700;"40882";"05158028";Ratingen;Ost;"29.03.2022";;
11701;"40472";"05158028";Ratingen;West;"29.03.2022";;
11702;"40878";"05158028";Ratingen;West;"29.03.2022";;
11703;"40880";"05158028";Ratingen;West;"29.03.2022";;
11704;"40878";"05158028";Ratingen;Tiefenbroich;"29.03.2022";;
11705;"40880";"05158028";Ratingen;Tiefenbroich;"29.03.2022";;
11706;"40882";"05158028";Ratingen;Tiefenbroich;"29.03.2022";;
11707;"40882";"05158028";Ratingen;Eggerscheidt;"29.03.2022";;
11708;"40883";"05158028";Ratingen;Eggerscheidt;"29.03.2022";;
11709;"40882";"05158028";Ratingen;Schwarzbach;"29.03.2022";;
11710;"49509";"05566072";Recke;Espel;"29.03.2022";;
11711;"49509";"05566072";Recke;Harhof;"29.03.2022";;
11712;"49509";"05566072";Recke;Langenacker;"29.03.2022";;
11713;"49509";"05566072";Recke;Obersteinbeck;"29.03.2022";;
11714;"49509";"05566072";Recke;Püttenbeck;"29.03.2022";;
11715;"49509";"05566072";Recke;Recke;"29.03.2022";;
11716;"49509";"05566072";Recke;Steinbeck;"29.03.2022";;
11717;"49509";"05566072";Recke;Twenhusen;"29.03.2022";;
11718;"45659";"05562032";Recklinghausen;Bockholt;"29.03.2022";;
11719;"45659";"05562032";Recklinghausen;Hillerheide;"29.03.2022";;
11720;"45665";"05562032";Recklinghausen;Hillerheide;"29.03.2022";;
11721;"45659";"05562032";Recklinghausen;Hochlar;"29.03.2022";;
11722;"45661";"05562032";Recklinghausen;Hochlarmark;"29.03.2022";;
11723;"45663";"05562032";Recklinghausen;König-Ludwig;"29.03.2022";;
11724;"45657";"05562032";Recklinghausen;Ost;"29.03.2022";;
11725;"45665";"05562032";Recklinghausen;Ost;"29.03.2022";;
11726;"45663";"05562032";Recklinghausen;Röllinghausen;"29.03.2022";;
11727;"45665";"05562032";Recklinghausen;Röllinghausen;"29.03.2022";;
11728;"45659";"05562032";Recklinghausen;Speckhorn;"29.03.2022";;
11729;"45657";"05562032";Recklinghausen;Stadtmitte;"29.03.2022";;
11730;"45659";"05562032";Recklinghausen;Stadtmitte;"29.03.2022";;
11731;"45665";"05562032";Recklinghausen;Stadtmitte;"29.03.2022";;
11732;"45659";"05562032";Recklinghausen;Stuckenbusch;"29.03.2022";;
11733;"45665";"05562032";Recklinghausen;Suderwich;"29.03.2022";;
11734;"45661";"05562032";Recklinghausen;Süd;"29.03.2022";;
11735;"45663";"05562032";Recklinghausen;Süd;"29.03.2022";;
11736;"45663";"05562032";Recklinghausen;Recklinghausen;"29.03.2022";;
11737;"46459";"05154044";Rees;Bienen;"29.03.2022";;
11738;"46459";"05154044";Rees;Empel;"29.03.2022";;
11739;"46459";"05154044";Rees;Esserden;"29.03.2022";;
11740;"46459";"05154044";Rees;Grietherbusch;"29.03.2022";;
11741;"46459";"05154044";Rees;Grietherort;"29.03.2022";;
11742;"46459";"05154044";Rees;Haffen;"29.03.2022";;
11743;"46459";"05154044";Rees;Haldern;"29.03.2022";;
11744;"46459";"05154044";Rees;Mehr;"29.03.2022";;
11745;"46459";"05154044";Rees;Millingen;"29.03.2022";;
11746;"46459";"05154044";Rees;Rees;"29.03.2022";;
11747;"46459";"05154044";Rees;Speldrop;"29.03.2022";;
11748;"51580";"05374040";Reichshof;Aggermühle;"29.03.2022";;
11749;"51580";"05374040";Reichshof;Allenbach;"29.03.2022";;
11750;"51580";"05374040";Reichshof;Allinghausen;"29.03.2022";;
11751;"51580";"05374040";Reichshof;Alpe;"29.03.2022";;
11752;"51580";"05374040";Reichshof;Berghausen;"29.03.2022";;
11753;"51580";"05374040";Reichshof;Blankenbach;"29.03.2022";;
11754;"51580";"05374040";Reichshof;Blasseifen;"29.03.2022";;
11755;"51580";"05374040";Reichshof;Blockhaus;"29.03.2022";;
11756;"51580";"05374040";Reichshof;Borner;"29.03.2022";;
11757;"51580";"05374040";Reichshof;Branscheid;"29.03.2022";;
11758;"51580";"05374040";Reichshof;Breidenbach;"29.03.2022";;
11759;"51580";"05374040";Reichshof;Brüchermühle;"29.03.2022";;
11760;"51580";"05374040";Reichshof;Buchen;"29.03.2022";;
11761;"51580";"05374040";Reichshof;Burgmühle;"29.03.2022";;
11762;"51580";"05374040";Reichshof;Denklingen;"29.03.2022";;
11763;"51580";"05374040";Reichshof;Dorn;"29.03.2022";;
11764;"51580";"05374040";Reichshof;Dreschhausen;"29.03.2022";;
11765;"51580";"05374040";Reichshof;Dreslingen;"29.03.2022";;
11766;"51580";"05374040";Reichshof;Drespe;"29.03.2022";;
11767;"51580";"05374040";Reichshof;Eckenhagen;"29.03.2022";;
11768;"51580";"05374040";Reichshof;Eichholz;"29.03.2022";;
11769;"51580";"05374040";Reichshof;Eiershagen;"29.03.2022";;
11770;"51580";"05374040";Reichshof;Erdingen;"29.03.2022";;
11771;"51580";"05374040";Reichshof;Ersbach;"29.03.2022";;
11772;"51580";"05374040";Reichshof;Fahrenberg;"29.03.2022";;
11773;"51580";"05374040";Reichshof;Feld;"29.03.2022";;
11774;"51580";"05374040";Reichshof;Freckhausen;"29.03.2022";;
11775;"51580";"05374040";Reichshof;Grunewald;"29.03.2022";;
11776;"51580";"05374040";Reichshof;Grünschlade;"29.03.2022";;
11777;"51580";"05374040";Reichshof;Hahn;"29.03.2022";;
11778;"51580";"05374040";Reichshof;Hahnbuche;"29.03.2022";;
11779;"51580";"05374040";Reichshof;Hahnenseifen;"29.03.2022";;
11780;"51580";"05374040";Reichshof;Halsterbach;"29.03.2022";;
11781;"51580";"05374040";Reichshof;Hamig;"29.03.2022";;
11782;"51580";"05374040";Reichshof;Hardt;"29.03.2022";;
11783;"51580";"05374040";Reichshof;Hasbach;"29.03.2022";;
11784;"51580";"05374040";Reichshof;Hasenbach;"29.03.2022";;
11785;"51580";"05374040";Reichshof;Hassel;"29.03.2022";;
11786;"51580";"05374040";Reichshof;Hecke;"29.03.2022";;
11787;"51580";"05374040";Reichshof;Heidberg;"29.03.2022";;
11788;"51580";"05374040";Reichshof;Heide;"29.03.2022";;
11789;"51580";"05374040";Reichshof;Heienbach;"29.03.2022";;
11790;"51580";"05374040";Reichshof;Heikausen;"29.03.2022";;
11791;"51580";"05374040";Reichshof;Heischeid;"29.03.2022";;
11792;"51580";"05374040";Reichshof;Heseln;"29.03.2022";;
11793;"51580";"05374040";Reichshof;Hespert;"29.03.2022";;
11794;"51580";"05374040";Reichshof;Hundhausen;"29.03.2022";;
11795;"51580";"05374040";Reichshof;Hunsheim;"29.03.2022";;
11796;"51580";"05374040";Reichshof;Hähnen;"29.03.2022";;
11797;"51580";"05374040";Reichshof;Kalbertal;"29.03.2022";;
11798;"51580";"05374040";Reichshof;Kamp;"29.03.2022";;
11799;"51580";"05374040";Reichshof;Komp;"29.03.2022";;
11800;"51580";"05374040";Reichshof;Löffelsterz;"29.03.2022";;
11801;"51580";"05374040";Reichshof;Leienschlade;"29.03.2022";;
11802;"51580";"05374040";Reichshof;Lepperhof;"29.03.2022";;
11803;"51580";"05374040";Reichshof;Lüsberg;"29.03.2022";;
11804;"51580";"05374040";Reichshof;Meiswinkel;"29.03.2022";;
11805;"51580";"05374040";Reichshof;Mennkausen;"29.03.2022";;
11806;"51580";"05374040";Reichshof;Mittelagger;"29.03.2022";;
11807;"51580";"05374040";Reichshof;Müllerheide;"29.03.2022";;
11808;"51580";"05374040";Reichshof;Nebelseifen;"29.03.2022";;
11809;"51580";"05374040";Reichshof;Nespen;"29.03.2022";;
11810;"51580";"05374040";Reichshof;Neumühle;"29.03.2022";;
11811;"51580";"05374040";Reichshof;Niedersteimel;"29.03.2022";;
11812;"51580";"05374040";Reichshof;Nosbach;"29.03.2022";;
11813;"51580";"05374040";Reichshof;Nothausen;"29.03.2022";;
11814;"51580";"05374040";Reichshof;Oberagger;"29.03.2022";;
11815;"51580";"05374040";Reichshof;Obersteimel;"29.03.2022";;
11816;"51580";"05374040";Reichshof;Odenspiel;"29.03.2022";;
11817;"51580";"05374040";Reichshof;Ohlhagen;"29.03.2022";;
11818;"51580";"05374040";Reichshof;Pettseifen;"29.03.2022";;
11819;"51580";"05374040";Reichshof;Pochwerk;"29.03.2022";;
11820;"51580";"05374040";Reichshof;Rabenschlade;"29.03.2022";;
11821;"51580";"05374040";Reichshof;Schönenbach;"29.03.2022";;
11822;"51580";"05374040";Reichshof;Schalenbach;"29.03.2022";;
11823;"51580";"05374040";Reichshof;Schemmerhausen;"29.03.2022";;
11824;"51580";"05374040";Reichshof;Schmittseifen;"29.03.2022";;
11825;"51580";"05374040";Reichshof;Schneppenberg;"29.03.2022";;
11826;"51580";"05374040";Reichshof;Schneppenhurth;"29.03.2022";;
11827;"51580";"05374040";Reichshof;Singelbert;"29.03.2022";;
11828;"51580";"05374040";Reichshof;Sinspert;"29.03.2022";;
11829;"51580";"05374040";Reichshof;Sotterbach;"29.03.2022";;
11830;"51580";"05374040";Reichshof;Stein;"29.03.2022";;
11831;"51580";"05374040";Reichshof;Sterzenbach;"29.03.2022";;
11832;"51580";"05374040";Reichshof;Tillkausen;"29.03.2022";;
11833;"51580";"05374040";Reichshof;Ulbert;"29.03.2022";;
11834;"51580";"05374040";Reichshof;Volkenrath;"29.03.2022";;
11835;"51580";"05374040";Reichshof;Wald;"29.03.2022";;
11836;"51580";"05374040";Reichshof;Wehnrath;"29.03.2022";;
11837;"51580";"05374040";Reichshof;Welpe;"29.03.2022";;
11838;"51580";"05374040";Reichshof;Wiedenhof;"29.03.2022";;
11839;"51580";"05374040";Reichshof;Wiehl;"29.03.2022";;
11840;"51580";"05374040";Reichshof;Wildberg;"29.03.2022";;
11841;"51580";"05374040";Reichshof;Wildbergerhütte;"29.03.2022";;
11842;"51580";"05374040";Reichshof;Windfus;"29.03.2022";;
11843;"51580";"05374040";Reichshof;Wolfkammer;"29.03.2022";;
11844;"51580";"05374040";Reichshof;Wolfseifen;"29.03.2022";;
11845;"51580";"05374040";Reichshof;Zimmerseifen;"29.03.2022";;
11846;"51580";"05374040";Reichshof;Oesingen;"29.03.2022";;
11847;"51580";"05374040";Reichshof;Mühlenschlade;"29.03.2022";;
11848;"51580";"05374040";Reichshof;Oberwehnrath;"29.03.2022";;
11849;"51580";"05374040";Reichshof;Feldermühle;"29.03.2022";;
11850;"48734";"05554044";Reken;Groß Reken;"29.03.2022";;
11851;"48734";"05554044";Reken;Klein Reken;"29.03.2022";;
11852;"48734";"05554044";Reken;Maria Veen;"29.03.2022";;
11853;"48734";"05554044";Reken;Bahnhof Reken;"29.03.2022";;
11854;"48734";"05554044";Reken;Hülsten;"29.03.2022";;
11855;"48734";"05554044";Reken;Reken;"29.03.2022";;
11856;"42857";"05120000";Remscheid;Cronenberg;"29.03.2022";;
11857;"42853";"05120000";Remscheid;Innen;"29.03.2022";;
11858;"42855";"05120000";Remscheid;Innen;"29.03.2022";;
11859;"42857";"05120000";Remscheid;Innen;"29.03.2022";;
11860;"42859";"05120000";Remscheid;Innen;"29.03.2022";;
11861;"42897";"05120000";Remscheid;Lennep;"29.03.2022";;
11862;"42899";"05120000";Remscheid;Lennep;"29.03.2022";;
11863;"42855";"05120000";Remscheid;Lüttringhausen;"29.03.2022";;
11864;"42899";"05120000";Remscheid;Lüttringhausen;"29.03.2022";;
11865;"42853";"05120000";Remscheid;Nord;"29.03.2022";;
11866;"42855";"05120000";Remscheid;Nord;"29.03.2022";;
11867;"42857";"05120000";Remscheid;Nord;"29.03.2022";;
11868;"42855";"05120000";Remscheid;Süd;"29.03.2022";;
11869;"42857";"05120000";Remscheid;Süd;"29.03.2022";;
11870;"42859";"05120000";Remscheid;Süd;"29.03.2022";;
11871;"42855";"05120000";Remscheid;West;"29.03.2022";;
11872;"42857";"05120000";Remscheid;West;"29.03.2022";;
11873;"33378";"05754028";Rheda-Wiedenbrück;Batenhorst;"29.03.2022";;
11874;"33378";"05754028";Rheda-Wiedenbrück;Lintel;"29.03.2022";;
11875;"33378";"05754028";Rheda-Wiedenbrück;Rheda;"29.03.2022";;
11876;"33378";"05754028";Rheda-Wiedenbrück;Wiedenbrück;"29.03.2022";;
11877;"33378";"05754028";Rheda-Wiedenbrück;St Vit;"29.03.2022";;
11878;"46414";"05554048";Rhede;Büngern;"29.03.2022";;
11879;"46414";"05554048";Rhede;Krechting;"29.03.2022";;
11880;"46414";"05554048";Rhede;Krommert;"29.03.2022";;
11881;"46414";"05554048";Rhede;Rhede;"29.03.2022";;
11882;"46414";"05554048";Rhede;Vardingholt;"29.03.2022";;
11883;"53359";"05382048";Rheinbach;Berscheid;"29.03.2022";;
11884;"53359";"05382048";Rheinbach;Eichen;"29.03.2022";;
11885;"53359";"05382048";Rheinbach;Flerzheim;"29.03.2022";;
11886;"53359";"05382048";Rheinbach;Groß Schlebach;"29.03.2022";;
11887;"53359";"05382048";Rheinbach;Hardt;"29.03.2022";;
11888;"53359";"05382048";Rheinbach;Hilberath;"29.03.2022";;
11889;"53359";"05382048";Rheinbach;Irlenbusch;"29.03.2022";;
11890;"53359";"05382048";Rheinbach;Klein Altendorf;"29.03.2022";;
11891;"53359";"05382048";Rheinbach;Krahforst;"29.03.2022";;
11892;"53359";"05382048";Rheinbach;Kurtenberg;"29.03.2022";;
11893;"53359";"05382048";Rheinbach;Loch;"29.03.2022";;
11894;"53359";"05382048";Rheinbach;Merzbach;"29.03.2022";;
11895;"53359";"05382048";Rheinbach;Neukirchen;"29.03.2022";;
11896;"53359";"05382048";Rheinbach;Niederdrees;"29.03.2022";;
11897;"53359";"05382048";Rheinbach;Oberdrees;"29.03.2022";;
11898;"53359";"05382048";Rheinbach;Peppenhoven;"29.03.2022";;
11899;"53359";"05382048";Rheinbach;Queckenberg;"29.03.2022";;
11900;"53359";"05382048";Rheinbach;Ramershoven;"29.03.2022";;
11901;"53359";"05382048";Rheinbach;Rheinbach;"29.03.2022";;
11902;"53359";"05382048";Rheinbach;Scherbach;"29.03.2022";;
11903;"53359";"05382048";Rheinbach;Sürst;"29.03.2022";;
11904;"53359";"05382048";Rheinbach;Todenfeld;"29.03.2022";;
11905;"53359";"05382048";Rheinbach;Wormersdorf;"29.03.2022";;
11906;"53359";"05382048";Rheinbach;Klein Schlebach;"29.03.2022";;
11907;"47495";"05170032";Rheinberg;Alpsray;"29.03.2022";;
11908;"47495";"05170032";Rheinberg;Borth;"29.03.2022";;
11909;"47495";"05170032";Rheinberg;Budberg;"29.03.2022";;
11910;"47495";"05170032";Rheinberg;Eversael;"29.03.2022";;
11911;"47495";"05170032";Rheinberg;Rheinberg;"29.03.2022";;
11912;"47495";"05170032";Rheinberg;Millingen;"29.03.2022";;
11913;"47495";"05170032";Rheinberg;Orsoy;"29.03.2022";;
11914;"47495";"05170032";Rheinberg;Ossenberg;"29.03.2022";;
11915;"47495";"05170032";Rheinberg;Vierbaum;"29.03.2022";;
11916;"47495";"05170032";Rheinberg;Wallach;"29.03.2022";;
11917;"48429";"05566076";Rheine;Altenrheine;"29.03.2022";;
11918;"48432";"05566076";Rheine;Altenrheine;"29.03.2022";;
11919;"48431";"05566076";Rheine;Catenhorn;"29.03.2022";;
11920;"48432";"05566076";Rheine;Catenhorn;"29.03.2022";;
11921;"48432";"05566076";Rheine;Elte;"29.03.2022";;
11922;"48429";"05566076";Rheine;Eschendorf/Gellendorf;"29.03.2022";;
11923;"48432";"05566076";Rheine;Eschendorf/Gellendorf;"29.03.2022";;
11924;"48431";"05566076";Rheine;Hauenhorst;"29.03.2022";;
11925;"48432";"05566076";Rheine;Hauenhorst;"29.03.2022";;
11926;"48429";"05566076";Rheine;Innenstadt;"29.03.2022";;
11927;"48431";"05566076";Rheine;Innenstadt;"29.03.2022";;
11928;"48432";"05566076";Rheine;Innenstadt;"29.03.2022";;
11929;"48432";"05566076";Rheine;Kanalhafen;"29.03.2022";;
11930;"48432";"05566076";Rheine;Mesum;"29.03.2022";;
11931;"48429";"05566076";Rheine;Kanalhafen/Rodde;"29.03.2022";;
11932;"48432";"05566076";Rheine;Kanalhafen/Rodde;"29.03.2022";;
11933;"48429";"05566076";Rheine;Rheine;"29.03.2022";;
11934;"48431";"05566076";Rheine;Rheine;"29.03.2022";;
11935;"48432";"05566076";Rheine;Rheine;"29.03.2022";;
11936;"48429";"05566076";Rheine;Schotthock;"29.03.2022";;
11937;"48432";"05566076";Rheine;Schotthock;"29.03.2022";;
11938;"48431";"05566076";Rheine;Wietesch/Schleupe;"29.03.2022";;
11939;"48432";"05566076";Rheine;Wietesch/Schleupe;"29.03.2022";;
11940;"48431";"05566076";Rheine;Wadelheim;"29.03.2022";;
11941;"48432";"05566076";Rheine;Wadelheim;"29.03.2022";;
11942;"48431";"05566076";Rheine;Dutum;"29.03.2022";;
11943;"48432";"05566076";Rheine;Dutum;"29.03.2022";;
11944;"48431";"05566076";Rheine;Dorenkamp;"29.03.2022";;
11945;"48432";"05566076";Rheine;Bentlage;"29.03.2022";;
11946;"48432";"05566076";Rheine;Baarentelgen;"29.03.2022";;
11947;"47509";"05154048";Rheurdt;Finkenberg;"29.03.2022";;
11948;"47509";"05154048";Rheurdt;Kengen;"29.03.2022";;
11949;"47509";"05154048";Rheurdt;Lind;"29.03.2022";;
11950;"47509";"05154048";Rheurdt;Neufeld;"29.03.2022";;
11951;"47509";"05154048";Rheurdt;Rheurdt;"29.03.2022";;
11952;"47509";"05154048";Rheurdt;Saelhuysen;"29.03.2022";;
11953;"47509";"05154048";Rheurdt;Schaephuysen;"29.03.2022";;
11954;"33397";"05754032";Rietberg;Bokel;"29.03.2022";;
11955;"33397";"05754032";Rietberg;Druffel;"29.03.2022";;
11956;"33397";"05754032";Rietberg;Mastholte;"29.03.2022";;
11957;"33397";"05754032";Rietberg;Neuenkirchen;"29.03.2022";;
11958;"33397";"05754032";Rietberg;Rietberg;"29.03.2022";;
11959;"33397";"05754032";Rietberg;Varensell;"29.03.2022";;
11960;"33397";"05754032";Rietberg;Westerwiehe;"29.03.2022";;
11961;"32289";"05758028";Rödinghausen;Bieren;"29.03.2022";;
11962;"32289";"05758028";Rödinghausen;Bruchmühlen;"29.03.2022";;
11963;"32289";"05758028";Rödinghausen;Ostkilver;"29.03.2022";;
11964;"32289";"05758028";Rödinghausen;Rödinghausen;"29.03.2022";;
11965;"32289";"05758028";Rödinghausen;Schwenningdorf;"29.03.2022";;
11966;"32289";"05758028";Rödinghausen;Stadt Melle;"29.03.2022";;
11967;"51503";"05378028";Rösrath;Forsbach;"29.03.2022";;
11968;"51503";"05378028";Rösrath;Hoffnungsthal;"29.03.2022";;
11969;"51503";"05378028";Rösrath;Kleineichen;"29.03.2022";;
11970;"51503";"05378028";Rösrath;Rösrath;"29.03.2022";;
11971;"52159";"05334024";Roetgen;Mulartshütte;"29.03.2022";;
11972;"52159";"05334024";Roetgen;Roetgen;"29.03.2022";;
11973;"52159";"05334024";Roetgen;Rott;"29.03.2022";;
11974;"41569";"05162028";Rommerskirchen;Ueckinghoven;"29.03.2022";;
11975;"41569";"05162028";Rommerskirchen;Anstel;"29.03.2022";;
11976;"41569";"05162028";Rommerskirchen;Butzheim;"29.03.2022";;
11977;"41569";"05162028";Rommerskirchen;Deelen;"29.03.2022";;
11978;"41569";"05162028";Rommerskirchen;Eckum;"29.03.2022";;
11979;"41569";"05162028";Rommerskirchen;Evinghoven;"29.03.2022";;
11980;"41569";"05162028";Rommerskirchen;Frixheim;"29.03.2022";;
11981;"41569";"05162028";Rommerskirchen;Gill;"29.03.2022";;
11982;"41569";"05162028";Rommerskirchen;Hoeningen;"29.03.2022";;
11983;"41569";"05162028";Rommerskirchen;Nettesheim;"29.03.2022";;
11984;"41569";"05162028";Rommerskirchen;Oekoven;"29.03.2022";;
